,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
8956,Romário Baldé,825000,3000,1,28,3,3,23,7,35.0,77.0,64.0,55.0,72.0,31.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,57,61,55,57,64,70,66,51,44,69,76,78,88,72,73,72,52,68,68,62,70,26,60,56,65,46,28,23,12,14,7,13,9,"RW, LW",66,69
8957,J. Vásquez,800000,1000,1,28,3,3,25,8,7.0,79.0,64.0,60.0,68.0,23.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,68,62,46,59,59,69,63,59,52,64,82,76,74,59,71,71,47,66,88,63,39,16,66,60,57,53,20,20,13,13,6,7,12,"RM, ST",66,69
8958,Adri Castellano,725000,3000,0,8,3,2,26,8,17.0,61.0,35.0,57.0,65.0,66.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,66,29,66,69,29,65,42,39,47,66,53,67,61,64,68,49,62,70,65,31,62,65,52,42,44,57,68,70,10,14,9,7,8,"CB, LB",66,69
8959,M. Sanoh,825000,3000,1,23,2,3,24,8,77.0,82.0,64.0,60.0,67.0,38.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,62,64,57,60,58,65,68,47,58,65,81,82,81,61,83,71,82,75,72,63,64,35,60,60,44,65,35,32,10,9,7,7,6,"RM, RW",66,69
8960,R. Maeda,775000,2000,1,28,3,2,26,8,32.0,67.0,50.0,61.0,62.0,57.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,39,46,45,70,26,57,38,55,68,67,69,66,70,64,73,55,54,92,62,58,65,55,65,67,39,52,59,51,6,9,11,7,9,"CM, CDM",66,69
8961,P. Brlek,775000,5000,1,21,3,3,26,2,17.0,64.0,63.0,65.0,66.0,53.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,57,60,53,68,57,65,62,57,67,67,76,54,76,61,63,66,59,66,68,65,65,63,67,71,66,68,63,58,14,9,6,15,15,"CM, CAM, CDM",66,69
8962,M. Villanueva,700000,2000,0,28,3,2,27,3,3.0,54.0,39.0,54.0,49.0,63.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,65,27,59,60,42,42,49,47,59,58,55,53,44,65,49,64,72,66,89,43,69,65,38,34,38,61,66,61,13,6,13,5,12,"CB, LB",66,69
8963,E. Moore,725000,3000,1,18,2,2,23,6,5.0,48.0,31.0,45.0,45.0,65.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,32,26,65,58,37,36,32,36,55,56,45,50,49,61,39,41,52,62,90,24,65,65,33,31,46,63,64,63,6,6,11,13,8,CB,66,69
8964,J. Aja,700000,2000,1,28,3,2,27,3,4.0,59.0,37.0,40.0,46.0,64.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,29,28,69,51,38,44,36,32,41,48,52,65,48,61,30,53,72,71,80,38,76,64,34,35,58,52,68,63,6,8,8,10,7,CB,66,69
8965,C. Colmán,825000,500,1,27,3,3,26,8,28.0,72.0,65.0,45.0,66.0,26.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,29,63,69,51,64,66,56,49,36,64,64,79,71,59,73,72,79,49,71,59,65,13,68,52,68,60,17,18,5,9,6,8,8,ST,66,69
8966,J. Lorch,750000,1000,1,20,4,2,24,0,4.0,65.0,46.0,58.0,60.0,65.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,61,41,65,62,44,58,44,36,58,64,64,66,58,62,59,54,57,81,75,44,70,63,53,55,52,55,68,64,7,9,10,9,10,"CDM, CM, RB",66,69
8967,A. Zreľák,825000,4000,0,28,4,2,26,6,11.0,67.0,66.0,43.0,62.0,30.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,38,66,69,48,69,59,45,41,39,64,68,66,65,65,67,72,71,73,77,57,73,25,71,43,68,60,26,19,13,14,7,10,7,ST,66,69
8968,G. Giakoumakis,825000,3000,1,27,3,2,25,8,11.0,68.0,66.0,43.0,62.0,28.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,36,67,69,55,61,64,44,36,24,61,66,70,63,60,55,72,74,65,80,62,77,17,67,46,60,67,24,19,9,8,14,7,13,ST,66,69
8969,R. Taylor,800000,2000,1,14,3,3,25,8,16.0,78.0,64.0,62.0,67.0,52.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,63,62,40,63,43,68,63,58,60,66,79,77,67,59,62,75,72,77,68,69,70,47,61,60,44,63,56,54,8,13,8,12,10,LW,66,69
8970,W. Riveros,700000,500,1,8,3,2,27,3,3.0,59.0,33.0,44.0,45.0,66.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,31,29,65,68,35,26,33,30,33,68,62,56,53,67,56,44,69,64,73,28,64,70,32,28,45,54,66,64,6,12,9,14,13,CB,66,69
8971,M. Ortíz,800000,5000,1,23,3,3,25,7,19.0,75.0,56.0,67.0,70.0,44.0,43.0,10.0,10.0,10.0,10.0,10.0,10.0,62,53,50,70,52,71,57,51,71,65,74,76,82,57,86,65,50,63,32,52,44,39,71,69,60,71,57,49,7,10,8,14,8,RW,66,69
8972,C. Akas,700000,2000,0,28,2,2,26,2,27.0,66.0,40.0,52.0,63.0,62.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,64,34,49,61,34,62,43,38,47,64,63,68,57,65,68,49,56,76,82,45,74,60,44,36,38,51,66,60,13,6,8,13,12,"LWB, CB",66,69
8973,F. Rieder,825000,3000,1,28,3,3,24,0,16.0,73.0,51.0,64.0,67.0,56.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,64,48,31,66,48,66,57,56,62,64,71,75,75,63,79,61,72,84,55,53,68,58,58,68,35,61,63,59,12,10,11,12,14,"RM, CM, CAM",66,69
8974,A. Traoré,800000,5000,0,21,2,3,25,1,31.0,86.0,60.0,55.0,68.0,17.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,58,55,51,60,48,68,51,31,47,65,85,86,76,61,72,72,54,63,63,64,39,12,66,57,51,61,14,18,5,7,9,9,7,"LM, RM",66,69
8975,S. Lawson,725000,2000,1,28,3,2,25,6,33.0,75.0,50.0,61.0,67.0,63.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,42,43,59,68,45,67,66,66,66,65,76,74,77,58,75,65,77,69,69,55,71,63,39,60,54,70,67,60,7,11,15,9,13,"CDM, CM",66,69
8976,S. Bjørshol,700000,2000,1,17,2,2,26,2,18.0,76.0,27.0,55.0,61.0,60.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,62,24,40,62,21,59,41,29,54,63,77,76,66,60,67,35,65,79,70,20,64,63,50,44,33,60,63,63,15,12,5,15,7,RB,66,69
8977,Robinho,800000,3000,1,28,3,4,25,2,77.0,84.0,55.0,59.0,72.0,36.0,52.0,10.0,10.0,10.0,10.0,10.0,10.0,61,54,42,61,49,74,65,60,46,66,87,82,85,58,79,61,66,62,44,53,58,21,60,61,55,65,39,39,12,13,13,9,13,"LM, RM",66,69
8978,D. Crnomarković,725000,3000,0,28,3,2,26,8,5.0,69.0,27.0,42.0,43.0,65.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,24,22,65,56,29,34,28,31,56,52,63,74,51,58,52,43,72,64,75,21,72,67,30,31,35,46,66,63,15,5,10,13,8,CB,66,69
8979,Alex Suárez,700000,3000,1,28,3,2,27,8,4.0,70.0,36.0,52.0,50.0,66.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,46,36,68,64,29,37,35,30,51,61,68,71,64,62,70,52,74,64,62,22,70,63,36,45,44,64,69,65,10,9,13,14,6,"CB, RB",66,69
8980,M. Gottschling,700000,2000,1,17,5,3,26,0,22.0,79.0,57.0,58.0,66.0,58.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,65,55,60,60,50,68,62,50,58,60,79,79,73,61,67,68,76,84,62,54,65,55,60,47,54,47,62,60,13,6,6,14,9,"RB, RM, CAM",66,69
8981,E. Kardeşler,575000,6000,1,28,2,1,26,8,16.0,30.0,30.0,30.0,30.0,30.0,30.0,66.0,63.0,62.0,67.0,41.0,67.0,11,8,12,24,5,11,13,17,28,15,40,42,26,64,33,47,60,27,55,6,23,14,7,31,13,26,14,11,66,63,62,67,67,GK,66,69
8982,A. Abdi,700000,3000,0,28,3,2,26,2,2.0,81.0,41.0,58.0,64.0,58.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,67,37,49,59,41,64,61,44,48,63,78,83,65,63,65,47,60,77,66,39,62,60,62,55,41,63,61,61,13,13,13,10,9,LB,66,69
8983,R. Abascal,725000,500,0,21,3,2,26,3,26.0,65.0,44.0,49.0,54.0,64.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,48,39,71,53,39,48,41,38,59,61,61,69,56,48,65,51,71,74,83,47,78,64,44,40,50,57,66,59,12,11,10,7,13,CB,66,69
8984,J. Corozo,825000,500,1,10,3,3,24,2,13.0,78.0,47.0,59.0,68.0,53.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,68,56,45,61,28,70,30,31,63,65,69,85,59,70,79,25,73,84,68,50,60,61,65,60,35,57,61,58,13,9,15,10,8,RW,66,69
8985,C. Melgar,800000,500,1,19,3,3,26,2,8.0,71.0,63.0,65.0,70.0,52.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,67,59,57,59,66,70,58,61,70,67,70,71,72,65,82,65,42,69,64,70,45,57,64,70,59,68,45,48,5,12,13,10,6,CAM,66,69
8986,L. Flores,825000,500,0,10,3,3,24,1,21.0,69.0,53.0,61.0,67.0,34.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,67,58,36,65,35,66,49,39,56,69,71,67,74,56,65,48,40,81,56,52,37,32,62,58,47,51,31,36,15,6,11,14,14,"LM, CM",66,69
8987,A. Albu,725000,2000,0,9,3,2,26,8,6.0,58.0,39.0,48.0,51.0,64.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,30,33,64,62,27,46,33,27,49,55,62,55,56,67,50,44,72,77,82,52,65,64,46,52,34,61,65,64,11,12,12,8,10,"CB, CDM",66,69
8988,J. Candia,825000,4000,1,24,3,2,25,2,32.0,71.0,65.0,56.0,66.0,36.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,47,63,69,57,59,65,73,55,53,65,71,71,71,65,70,71,77,51,74,65,59,29,65,59,67,57,37,27,10,12,7,13,14,"ST, CF",66,69
8989,D. Holec,600000,500,1,28,3,1,25,8,77.0,30.0,30.0,30.0,30.0,30.0,30.0,69.0,68.0,67.0,68.0,22.0,69.0,14,9,13,23,9,13,11,10,24,14,19,24,34,37,23,50,31,19,57,8,25,14,4,39,17,36,12,14,69,68,67,69,68,GK,66,69
8991,A. Østbø,550000,1000,1,5,2,1,29,8,22.0,30.0,30.0,30.0,30.0,30.0,30.0,66.0,64.0,62.0,67.0,25.0,61.0,15,8,8,22,7,7,13,8,12,13,22,27,57,68,56,47,54,29,68,9,27,25,16,53,23,46,14,10,66,64,62,61,67,GK,66,68
8992,M. Ziegl,675000,3000,1,19,3,3,27,0,4.0,70.0,52.0,61.0,64.0,64.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,54,43,58,64,53,62,60,70,59,64,74,67,71,64,64,66,80,87,63,60,77,65,55,61,42,50,62,63,10,11,9,16,9,"CDM, CM",66,68
8993,J. Cousins,700000,8000,1,28,3,3,26,3,24.0,74.0,55.0,58.0,66.0,61.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,53,49,53,66,46,62,23,29,67,68,73,74,76,64,74,68,86,79,67,57,71,58,58,60,47,63,65,60,15,12,8,14,14,"CDM, CM",66,68
8994,D. Potts,675000,4000,0,28,3,2,26,8,3.0,67.0,39.0,57.0,63.0,65.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,61,47,66,63,29,63,27,37,58,61,67,67,69,60,70,40,81,69,68,22,59,63,56,53,27,55,66,65,13,10,10,6,10,LB,66,68
8995,A. Pierre,675000,3000,0,8,3,2,27,8,2.0,70.0,37.0,46.0,50.0,65.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,33,34,65,54,29,45,38,32,52,53,71,70,52,60,66,45,84,77,86,38,64,63,32,47,37,51,65,66,14,8,11,6,12,CB,66,68
8996,A. Oshilaja,675000,3000,1,18,3,2,27,8,4.0,81.0,26.0,45.0,57.0,65.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,48,24,65,58,22,54,26,22,52,56,80,82,71,56,62,39,88,78,84,23,63,61,13,26,20,50,67,64,12,13,14,13,14,"CB, RB",66,68
8997,W. Golla,650000,3000,1,8,2,2,28,6,14.0,52.0,36.0,54.0,50.0,64.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,41,29,64,60,43,40,50,37,58,57,52,52,65,58,65,45,92,63,73,38,70,64,41,60,46,59,68,67,10,16,14,7,11,CB,66,68
8998,D. Léon,550000,2000,1,28,2,1,27,8,16.0,30.0,30.0,30.0,30.0,30.0,30.0,64.0,64.0,62.0,70.0,47.0,64.0,20,19,13,34,18,14,16,18,34,19,48,46,42,59,51,47,57,20,79,16,26,26,15,40,22,46,10,19,64,64,62,64,70,GK,66,68
8999,J. Husband,675000,3000,0,7,3,3,26,8,3.0,67.0,50.0,56.0,64.0,64.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,64,46,57,54,41,64,67,50,49,65,66,68,61,57,66,63,64,72,63,45,69,64,60,57,43,56,66,65,8,10,14,14,15,"LB, CB",66,68
9000,P. Boumal,675000,4000,0,28,3,3,27,8,13.0,64.0,47.0,62.0,66.0,62.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,45,43,56,70,41,66,40,41,74,66,67,62,62,60,75,61,58,68,64,36,63,63,62,66,53,60,67,54,14,7,12,11,12,CDM,66,68
9001,M. Koval,550000,6000,1,28,2,1,27,8,35.0,30.0,30.0,30.0,30.0,30.0,30.0,67.0,63.0,63.0,69.0,44.0,65.0,12,19,19,22,12,20,13,19,19,24,47,42,35,61,46,47,59,38,69,13,18,16,13,31,24,60,13,17,67,63,63,65,69,GK,66,68
9002,Z. Alomerović,550000,3000,1,28,3,1,29,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,66.0,66.0,63.0,68.0,37.0,63.0,16,11,13,31,11,14,16,12,22,21,36,38,39,60,42,47,65,24,70,12,31,12,8,35,20,52,14,11,66,66,63,63,68,GK,66,68
9003,M. Schmerböck,800000,6000,0,28,2,3,26,8,34.0,76.0,65.0,60.0,68.0,34.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,60,66,61,63,63,68,63,34,60,66,77,75,80,63,70,67,66,68,65,66,46,42,65,60,46,64,27,30,12,14,12,8,6,"ST, CAM, LM",66,68
9004,A. Kamara,800000,5000,1,13,2,2,26,2,99.0,77.0,64.0,47.0,64.0,25.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,39,65,63,54,66,63,60,25,42,64,79,75,63,63,68,73,81,64,88,52,80,20,62,49,60,60,20,19,8,12,15,9,12,ST,66,68
9005,M. Heylen,700000,3000,1,8,3,2,26,8,4.0,49.0,37.0,55.0,46.0,66.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,44,29,70,65,30,36,32,35,61,58,43,53,52,60,47,54,44,65,78,36,75,72,48,56,42,64,62,60,15,9,16,10,12,CB,66,68
9006,P. Cibicki,800000,3000,1,28,2,3,26,2,25.0,79.0,64.0,64.0,69.0,30.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,67,63,57,64,63,66,67,68,52,68,77,80,84,71,64,63,70,77,57,68,57,21,69,67,60,64,32,30,8,8,7,12,6,"ST, LM",66,68
9007,L. Cabrera,775000,2000,1,20,2,3,26,6,21.0,58.0,59.0,60.0,69.0,63.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,49,59,52,71,32,67,35,33,62,73,61,56,70,54,86,61,66,75,65,67,60,59,59,64,40,52,71,62,11,7,9,15,15,"CM, CDM",66,68
9008,X. Schenk,675000,3000,0,8,2,2,27,6,3.0,58.0,45.0,60.0,58.0,64.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,68,41,68,68,34,54,32,36,72,69,62,54,52,60,51,52,65,70,85,52,68,59,45,43,42,56,67,63,12,12,10,13,10,"CB, LB",66,68
9009,K. Jackson,800000,5000,1,28,3,2,26,2,9.0,91.0,64.0,47.0,63.0,30.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,45,66,65,52,54,63,41,39,33,62,90,91,73,62,51,65,58,63,59,59,44,23,66,54,60,58,25,21,12,16,15,8,12,ST,66,68
9010,M. Stefaniak,775000,3000,1,28,4,3,25,8,34.0,75.0,62.0,62.0,69.0,29.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,67,60,40,65,55,68,81,72,41,67,83,69,79,59,77,69,69,67,60,61,41,27,60,60,64,60,25,26,13,11,15,7,10,"LM, LW",66,68
9011,F. Menig,675000,2000,1,17,3,2,26,8,21.0,63.0,35.0,48.0,54.0,66.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,50,31,58,56,38,49,35,31,39,59,60,65,53,66,58,39,72,77,74,35,65,66,34,46,46,55,67,69,11,13,6,13,13,"RB, RWB, RM",66,68
9012,Wang Shangyuan,675000,4000,1,1,3,3,27,8,6.0,72.0,60.0,61.0,68.0,64.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,55,52,68,61,61,67,68,67,62,65,70,73,78,65,74,73,75,89,80,68,69,60,51,63,65,65,62,65,8,9,13,8,12,"CB, CDM, CM",66,68
9013,M. Schultz,675000,5000,1,18,2,2,27,8,32.0,51.0,26.0,42.0,51.0,66.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,29,23,69,60,27,52,24,22,54,57,47,54,33,60,32,40,55,66,84,19,63,64,24,24,35,50,67,65,9,6,8,12,11,CB,66,68
9014,A. Tahiri,775000,2000,1,19,3,3,25,8,8.0,76.0,56.0,66.0,72.0,35.0,45.0,10.0,10.0,10.0,10.0,10.0,10.0,63,53,28,70,46,71,69,66,57,73,77,75,80,59,77,69,42,71,34,52,42,26,54,69,52,64,35,34,10,14,13,14,10,"CAM, CM, LW",66,68
9015,N. Sandberg,775000,2000,0,25,3,3,25,8,10.0,71.0,62.0,65.0,67.0,51.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,64,62,60,65,54,67,65,61,64,66,71,71,65,65,71,64,66,77,58,60,58,50,63,66,70,67,53,52,13,12,6,15,7,RW,66,68
9016,G. Ward,775000,3000,1,19,3,3,25,8,18.0,72.0,60.0,64.0,66.0,55.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,65,60,51,64,47,65,58,57,60,65,73,72,71,66,74,61,67,67,61,64,47,61,62,68,54,62,57,53,9,9,6,8,12,"RM, CM",66,68
9017,Yu Rui,675000,4000,1,28,3,2,27,2,3.0,61.0,39.0,51.0,52.0,65.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,57,33,71,58,27,52,28,52,61,54,54,66,38,55,67,51,77,74,77,44,64,63,35,32,33,57,65,63,14,13,14,16,13,CB,66,68
9018,L. Andrenacci,575000,500,1,28,3,1,25,8,12.0,30.0,30.0,30.0,30.0,30.0,30.0,67.0,68.0,59.0,69.0,49.0,66.0,14,13,12,25,20,17,17,18,19,22,50,49,62,53,58,44,55,28,60,15,18,18,11,34,20,43,16,16,67,68,59,66,69,GK,66,68
9019,N. Besler,675000,2000,1,28,2,2,27,5,13.0,62.0,41.0,58.0,60.0,64.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,49,36,65,66,35,58,49,33,65,63,61,62,59,63,62,50,74,68,73,39,69,64,56,57,43,65,66,60,11,15,8,15,7,"CB, CM, CDM",66,68
9020,C. Dieng,800000,6000,1,28,3,3,26,1,8.0,88.0,64.0,60.0,68.0,30.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,59,66,58,64,63,69,60,43,54,64,85,90,79,63,73,68,83,56,49,61,39,36,64,62,52,58,24,32,11,7,6,10,13,"ST, LM, RM",66,68
9021,F. Kalig,675000,3000,1,28,3,2,27,8,4.0,62.0,42.0,51.0,56.0,66.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,49,40,64,57,38,57,48,39,48,49,63,61,61,68,67,52,85,60,66,37,74,67,41,47,51,56,69,70,11,11,12,9,16,"CB, RB",66,68
9022,D. Romney,675000,2000,0,8,3,2,27,6,4.0,59.0,32.0,57.0,60.0,65.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,59,24,66,61,35,61,54,34,61,61,60,59,53,62,50,52,76,69,73,24,70,64,50,52,35,64,66,63,9,12,8,5,14,"CB, LB, RB",66,68
9023,Ko Seung Beom,700000,2000,1,28,4,3,26,8,77.0,69.0,61.0,62.0,65.0,58.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,58,60,43,65,42,63,30,61,64,65,70,69,74,65,72,68,65,89,68,67,70,62,58,65,35,62,61,61,12,6,7,11,12,"CDM, RM",66,68
9024,P. Kurzweg,675000,3000,0,28,3,2,26,2,16.0,83.0,47.0,63.0,64.0,57.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,70,49,44,65,33,63,71,49,63,60,81,84,79,62,71,50,80,76,67,40,74,54,56,56,48,50,61,65,7,8,7,15,6,"LB, LM, RB",66,68
9025,D. Wiebe,700000,5000,1,23,3,2,26,8,23.0,55.0,41.0,56.0,57.0,65.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,40,30,61,66,39,51,30,40,62,64,52,57,65,61,58,56,57,76,72,50,62,68,36,59,43,61,66,60,7,6,6,11,7,"CDM, CM, CB",66,68
9026,P. Mako,675000,500,0,12,3,2,26,2,29.0,74.0,38.0,50.0,64.0,66.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,55,34,56,49,34,62,44,44,46,60,79,70,78,62,77,40,70,70,54,48,65,60,56,54,18,59,72,70,13,15,10,13,10,"LB, LM, LW",66,68
9027,A. De Bruyn,775000,6000,1,21,3,3,26,2,12.0,73.0,67.0,62.0,73.0,31.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,56,67,52,66,59,76,62,64,64,68,79,68,80,55,74,70,72,59,58,67,42,27,62,57,62,59,28,29,14,5,13,10,11,"CAM, CM, CF",66,68
9028,E. Pap,550000,3000,1,5,2,1,26,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,64.0,67.0,58.0,69.0,30.0,66.0,14,6,10,25,5,11,12,14,22,13,32,28,30,53,38,44,45,26,32,7,26,6,7,46,17,32,11,11,64,67,58,66,69,GK,66,68
9029,Cadete,675000,4000,0,28,3,2,26,0,16.0,69.0,38.0,63.0,62.0,62.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,64,35,46,67,33,60,46,41,66,62,69,69,74,60,57,40,65,70,67,35,67,64,63,60,46,61,65,64,5,14,14,13,13,"LB, CB",66,68
9030,L. Kambole,800000,500,1,28,4,2,26,2,7.0,73.0,68.0,49.0,65.0,24.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,48,70,60,56,66,65,52,41,33,63,74,73,66,61,75,70,68,64,78,64,29,25,66,53,70,58,23,21,14,11,10,7,10,"ST, RW, LW",66,68
9031,A. Atouchi,650000,4000,1,8,4,2,28,8,19.0,59.0,37.0,38.0,38.0,69.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,30,37,67,47,27,30,28,29,41,40,58,60,52,67,58,41,76,71,72,33,58,68,39,34,36,55,70,66,8,8,13,11,7,CB,66,68
9032,J. Toledo,700000,500,1,28,2,2,24,4,3.0,66.0,36.0,52.0,52.0,66.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,55,35,63,65,27,40,36,30,49,66,63,69,67,59,55,40,63,73,78,33,60,68,39,36,37,49,66,64,10,11,11,10,15,"CB, RB",66,68
9033,K. Sento,775000,4000,1,28,4,3,25,2,41.0,67.0,63.0,66.0,67.0,47.0,49.0,10.0,10.0,10.0,10.0,10.0,10.0,65,62,44,67,59,67,62,60,66,65,70,64,73,59,81,64,67,55,45,65,47,52,65,67,56,66,45,47,10,10,8,13,6,"RM, CAM, CM",66,68
9034,D. Gissi,600000,4000,1,18,3,2,29,5,16.0,36.0,47.0,58.0,55.0,63.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,63,42,65,62,42,51,51,61,57,64,39,34,50,69,35,58,56,68,87,49,71,65,50,50,42,55,62,61,10,13,11,16,11,"CB, RB",66,67
9035,T. Coremans,525000,3000,1,21,2,1,29,8,18.0,30.0,30.0,30.0,30.0,30.0,30.0,68.0,65.0,63.0,66.0,35.0,64.0,14,19,13,35,16,15,16,17,20,21,38,32,35,64,65,47,60,37,64,17,29,14,13,23,18,36,16,14,68,65,63,64,66,GK,66,67
9036,M. Delač,525000,3000,1,5,2,1,27,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,68.0,66.0,62.0,67.0,32.0,66.0,18,14,13,18,15,15,15,15,25,19,30,33,38,57,39,47,58,32,70,14,30,15,12,33,18,50,13,12,68,66,62,66,67,GK,66,67
9037,C. Aasbak,650000,1000,0,7,3,2,26,8,3.0,65.0,52.0,63.0,61.0,62.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,70,41,48,60,47,59,70,68,58,65,67,63,60,60,65,77,59,80,78,55,70,65,57,63,45,63,62,59,13,7,11,13,15,LB,66,67
9038,F. Jensen,650000,2000,1,2,3,2,27,5,14.0,55.0,50.0,64.0,60.0,63.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,57,46,62,67,47,56,58,58,67,64,57,53,65,65,64,60,59,75,69,52,58,67,57,64,41,68,63,56,12,16,8,14,10,"CDM, CM",66,67
9039,M. Amini,725000,4000,1,28,4,3,27,8,8.0,63.0,59.0,62.0,69.0,56.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,53,56,45,69,56,67,51,45,64,69,66,61,81,63,80,69,71,76,68,61,68,58,64,65,45,65,58,52,15,15,16,16,10,CM,66,67
9040,R. Allsop,550000,4000,1,5,3,1,28,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,66.0,63.0,66.0,67.0,42.0,64.0,15,11,13,35,15,12,14,12,34,26,42,42,48,65,44,50,48,40,58,15,28,28,13,30,27,34,11,11,66,63,66,64,67,GK,66,67
9041,R. Mulumba,725000,2000,1,19,3,2,27,8,4.0,58.0,60.0,67.0,63.0,63.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,66,59,58,69,45,60,65,66,69,66,55,60,69,61,70,66,54,80,70,58,68,65,59,64,61,58,63,62,9,14,13,9,16,"CM, CDM",66,67
9042,M. Power,750000,4000,1,9,3,3,26,8,6.0,57.0,65.0,67.0,64.0,63.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,69,63,51,68,56,63,60,66,67,65,60,54,62,61,75,72,76,74,72,66,73,64,64,66,61,65,64,63,7,14,14,11,7,"CM, CDM",66,67
9043,M. Abu,650000,3000,0,19,2,3,28,6,25.0,69.0,54.0,62.0,66.0,61.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,53,48,54,67,53,63,66,57,65,67,70,68,76,66,70,67,72,75,60,57,71,67,57,62,48,63,63,62,13,7,13,14,6,"CDM, CM",66,67
