,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
2014,Emilio Piodão,6000000,13000,Right,RDM,2,2,28,Medium/Medium,33.0,71.0,64.0,69.0,70.0,74.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,59,58,68,74,60,67,82,49,77,73,73,70,74,71.0,69.0,73.0,90.0,81.0,71.0,71.0,81.0,76.0,62.0,64.0,61.0,66.0,76.0,68.0,13.0,12.0,15.0,8.0,15.0,"CDM, CM",75,75
2015,Jorginhson,6000000,13000,Left,CDM,4,2,28,Medium/Medium,5.0,70.0,57.0,68.0,74.0,76.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,50,61,71,70,41,75,75,55,75,73,69,70,76,77.0,70.0,51.0,56.0,74.0,56.0,56.0,72.0,76.0,55.0,77.0,61.0,67.0,77.0,76.0,7.0,7.0,12.0,8.0,16.0,"CDM, CM, CAM",75,75
2016,Cris Laranjeiros,6000000,500,Right,LCB,3,2,28,Medium/Medium,4.0,70.0,54.0,61.0,64.0,75.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,66,54,78,65,39,61,41,39,67,67,64,74,67,69.0,58.0,58.0,74.0,76.0,85.0,55.0,79.0,72.0,55.0,56.0,41.0,70.0,79.0,75.0,15.0,11.0,15.0,9.0,7.0,CB,75,75
2017,Kaíquão Castro,5000000,14000,Right,GK,2,1,24,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,77.0,76.0,61.0,73.0,36.0,72.0,9,8,10,20,9,9,8,7,16,21,34,38,31,72.0,41.0,46.0,67.0,41.0,81.0,7.0,36.0,22.0,11.0,71.0,19.0,67.0,10.0,10.0,77.0,76.0,61.0,72.0,73.0,GK,75,75
2018,Danisco Fachini,4400000,500,Right,LDM,3,2,32,Medium/Medium,2.0,66.0,43.0,67.0,68.0,74.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,55,19,67,78,12,66,48,69,76,71,68,65,63,74.0,77.0,76.0,76.0,79.0,64.0,71.0,71.0,84.0,38.0,55.0,60.0,74.0,74.0,72.0,11.0,14.0,9.0,6.0,6.0,CDM,75,75
2019,Joshuando Sá,6500000,20000,Left,LB,3,2,24,Medium/Medium,19.0,73.0,44.0,64.0,65.0,75.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,74,41,70,72,46,63,51,52,61,68,70,75,61,72.0,58.0,44.0,47.0,72.0,76.0,42.0,71.0,74.0,61.0,49.0,53.0,65.0,76.0,74.0,7.0,10.0,13.0,9.0,15.0,"LB, LWB",75,75
2020,Jesus Andradaldo,5500000,24000,Right,RB,3,3,28,Medium/Medium,10.0,71.0,46.0,67.0,73.0,75.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,68,36,75,76,54,75,65,49,67,69,68,73,78,68.0,72.0,56.0,82.0,76.0,64.0,55.0,82.0,73.0,58.0,56.0,48.0,67.0,74.0,77.0,13.0,10.0,17.0,13.0,15.0,RB,75,75
2021,Rubens Freitosa,2100000,500,Right,RCM,4,2,36,Medium/Medium,5.0,64.0,64.0,73.0,71.0,68.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,65,63,62,79,48,71,73,65,75,76,60,68,54,77.0,72.0,66.0,64.0,88.0,72.0,69.0,74.0,71.0,73.0,72.0,61.0,71.0,70.0,59.0,6.0,10.0,6.0,7.0,11.0,CM,75,75
2022,Davi Parrela,6500000,9000,Right,LCB,3,2,20,Medium/Medium,25.0,64.0,40.0,54.0,51.0,76.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,55,31,75,61,44,49,38,39,62,54,61,67,44,67.0,41.0,55.0,57.0,52.0,89.0,44.0,88.0,71.0,34.0,43.0,51.0,74.0,77.0,71.0,9.0,7.0,13.0,9.0,12.0,"CB, CDM",75,75
2023,Duirval Diniz,6500000,12000,Right,RCB,3,2,24,Medium/Medium,16.0,53.0,47.0,55.0,51.0,77.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,45,44,75,66,34,41,36,55,62,59,54,52,60,74.0,53.0,54.0,77.0,62.0,80.0,52.0,72.0,72.0,24.0,45.0,61.0,67.0,82.0,75.0,7.0,16.0,12.0,9.0,11.0,"CB, RB",75,75
2024,Muo Cadete,7500000,500,Left,LW,3,2,20,High/Medium,21.0,81.0,63.0,72.0,76.0,37.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,74,68,29,74,49,77,56,55,70,75,81,81,77,77.0,66.0,63.0,41.0,82.0,74.0,56.0,45.0,38.0,80.0,75.0,34.0,59.0,40.0,35.0,10.0,10.0,11.0,14.0,9.0,"LW, LM",75,75
2025,Pascoal Muscato,6000000,24000,Right,LDM,4,2,28,Medium/Medium,16.0,58.0,68.0,69.0,70.0,73.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,56,59,59,75,72,70,65,60,74,72,54,62,64,74.0,64.0,83.0,71.0,70.0,80.0,76.0,74.0,74.0,64.0,69.0,64.0,72.0,76.0,71.0,9.0,10.0,7.0,9.0,16.0,"CDM, CM",75,75
2026,Elildo Petri,7500000,500,Right,RW,4,2,24,Medium/Medium,11.0,73.0,68.0,75.0,77.0,29.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,71,65,43,83,67,80,74,69,76,76,73,73,72,73.0,73.0,75.0,33.0,61.0,73.0,69.0,70.0,28.0,71.0,66.0,68.0,68.0,25.0,15.0,15.0,9.0,9.0,8.0,6.0,"RM, RW",75,75
2027,Formosandrinho,7000000,25000,Right,ST,3,3,28,Medium/Medium,11.0,77.0,77.0,60.0,73.0,24.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,57,76,77,65,72,72,61,55,58,73,76,78,77,73.0,71.0,85.0,63.0,61.0,63.0,77.0,52.0,23.0,75.0,56.0,56.0,78.0,14.0,15.0,8.0,9.0,8.0,8.0,11.0,"ST, CF",75,75
2028,Rafael Cachoira,6500000,9000,Right,RCB,3,2,20,Medium/Medium,2.0,53.0,40.0,58.0,58.0,77.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,56,30,73,66,49,58,62,49,76,62,46,59,54,67.0,40.0,60.0,54.0,62.0,83.0,42.0,84.0,75.0,40.0,36.0,42.0,70.0,77.0,73.0,12.0,12.0,12.0,13.0,11.0,"CB, CDM",75,75
2029,D. Boyko,4000000,500,Right,SUB,3,1,32,Medium/Medium,71.0,30.0,30.0,30.0,30.0,30.0,30.0,76.0,67.0,68.0,75.0,48.0,76.0,11,18,18,29,7,16,11,14,41,22,49,48,58,76.0,28.0,51.0,73.0,33.0,79.0,17.0,38.0,12.0,9.0,42.0,15.0,64.0,12.0,11.0,76.0,67.0,68.0,76.0,75.0,GK,75,75
2030,J. Ito,7000000,18000,Right,RW,3,4,27,High/Medium,7.0,88.0,65.0,68.0,76.0,59.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,72,67,54,72,46,77,51,45,61,73,91,86,79,69.0,77.0,64.0,86.0,88.0,66.0,68.0,64.0,67.0,74.0,73.0,57.0,76.0,60.0,56.0,13.0,12.0,15.0,5.0,7.0,"RW, RM",75,75
2031,D. Liénard,5000000,27000,Left,LDM,3,3,32,High/Medium,11.0,60.0,73.0,79.0,74.0,61.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,78,70,66,80,62,75,79,81,78,77,59,61,67,72.0,68.0,79.0,53.0,69.0,69.0,77.0,69.0,61.0,75.0,77.0,78.0,75.0,61.0,62.0,13.0,12.0,15.0,14.0,14.0,"CM, CDM",75,75
2032,Alam Lindeiro,6500000,11000,Left,LB,3,3,24,Medium/Medium,39.0,72.0,42.0,68.0,70.0,73.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,75,41,73,70,48,66,73,57,71,73,76,69,78,77.0,67.0,43.0,58.0,68.0,64.0,37.0,49.0,77.0,50.0,56.0,59.0,73.0,70.0,71.0,10.0,7.0,7.0,11.0,14.0,LB,75,75
2033,L. Masopust,7000000,500,Right,RM,4,3,27,High/High,28.0,86.0,67.0,68.0,75.0,52.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,74,70,61,71,64,75,62,59,66,76,84,88,75,71.0,75.0,66.0,68.0,80.0,74.0,61.0,75.0,54.0,72.0,64.0,61.0,70.0,48.0,47.0,7.0,7.0,6.0,10.0,10.0,"RM, ST, LM",75,75
2037,K. Laba,7000000,500,Right,ST,4,3,28,High/Low,9.0,79.0,75.0,62.0,68.0,25.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,65,78,78,64,76,66,65,36,58,68,77,81,78,76.0,65.0,76.0,92.0,75.0,79.0,65.0,68.0,19.0,78.0,62.0,74.0,72.0,15.0,21.0,10.0,6.0,10.0,12.0,13.0,ST,75,75
2040,K. Dawson,4900000,500,Right,GK,2,1,28,Medium/Medium,12.0,30.0,30.0,30.0,30.0,30.0,30.0,77.0,73.0,70.0,74.0,32.0,69.0,13,10,16,37,14,19,19,15,25,25,29,35,33,77.0,38.0,53.0,50.0,30.0,70.0,12.0,22.0,16.0,14.0,69.0,18.0,64.0,21.0,11.0,77.0,73.0,70.0,69.0,74.0,GK,75,75
2041,W. Saliba,10000000,28000,Right,RES,3,2,19,Medium/High,4.0,69.0,33.0,61.0,66.0,75.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,46,25,69,73,34,66,55,35,66,70,67,71,52,69.0,58.0,57.0,75.0,70.0,80.0,23.0,70.0,77.0,39.0,61.0,47.0,70.0,75.0,73.0,7.0,10.0,6.0,8.0,11.0,CB,74,87
2042,A. Hložek,9500000,500,Right,RS,4,3,17,High/Medium,20.0,77.0,71.0,68.0,75.0,32.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,67,70,71,70,72,76,68,64,65,75,79,76,70,73.0,78.0,74.0,70.0,74.0,75.0,70.0,69.0,26.0,73.0,70.0,64.0,72.0,34.0,23.0,11.0,10.0,9.0,11.0,10.0,"RM, ST, LM",74,87
2043,Brahim,10000000,26000,Right,SUB,5,4,20,High/Medium,21.0,75.0,68.0,65.0,81.0,29.0,42.0,10.0,10.0,10.0,10.0,10.0,10.0,60,69,30,72,55,82,72,47,50,81,77,74,82,70.0,89.0,70.0,65.0,54.0,35.0,67.0,41.0,20.0,69.0,70.0,58.0,72.0,23.0,21.0,13.0,9.0,13.0,10.0,6.0,"LW, RW",74,86
2044,C. Hudson-Odoi,10000000,41000,Right,SUB,3,4,19,High/Medium,20.0,85.0,64.0,67.0,81.0,30.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,66,67,53,71,59,82,67,64,65,80,86,84,85,65.0,78.0,65.0,72.0,66.0,60.0,60.0,50.0,23.0,64.0,65.0,55.0,67.0,33.0,36.0,14.0,13.0,11.0,15.0,5.0,"RW, LW",74,86
2045,G. Plata,10000000,8000,Left,RW,3,4,19,High/Low,20.0,85.0,66.0,65.0,79.0,43.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,68,65,41,68,71,79,76,52,46,77,86,85,86,73.0,80.0,70.0,51.0,70.0,63.0,65.0,61.0,40.0,73.0,71.0,60.0,78.0,46.0,38.0,13.0,8.0,14.0,10.0,12.0,RW,74,86
2046,Gustavo Assunção,9500000,7000,Right,CDM,3,3,20,Medium/Medium,12.0,66.0,58.0,64.0,74.0,70.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,50,54,54,72,56,72,58,63,69,75,68,65,76,78.0,75.0,70.0,70.0,90.0,63.0,60.0,71.0,73.0,56.0,64.0,42.0,78.0,73.0,70.0,6.0,7.0,10.0,7.0,13.0,CDM,74,86
2047,E. Barco,9500000,7000,Right,LM,4,3,21,High/Low,8.0,82.0,65.0,68.0,79.0,28.0,47.0,10.0,10.0,10.0,10.0,10.0,10.0,65,66,33,74,43,82,60,61,54,73,90,76,82,69.0,85.0,71.0,39.0,66.0,39.0,61.0,46.0,33.0,68.0,73.0,75.0,75.0,26.0,39.0,7.0,7.0,5.0,10.0,7.0,"LW, CF",74,85
2048,N. Bustos,10000000,12000,Right,CF,2,3,21,High/Low,10.0,79.0,74.0,66.0,77.0,33.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,65,75,63,71,63,77,73,61,61,75,80,79,81,73.0,83.0,75.0,68.0,74.0,68.0,74.0,54.0,27.0,77.0,63.0,71.0,77.0,29.0,31.0,11.0,14.0,10.0,14.0,12.0,ST,74,85
2049,Paulinho,9500000,26000,Right,SUB,3,4,19,Medium/Medium,7.0,78.0,67.0,70.0,80.0,36.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,66,68,47,74,58,81,73,55,68,80,79,78,79,69.0,85.0,71.0,70.0,68.0,72.0,65.0,45.0,41.0,68.0,69.0,58.0,71.0,37.0,32.0,13.0,13.0,10.0,15.0,12.0,"CAM, RM",74,85
2050,B. Mbeumo,9500000,31000,Left,RW,2,4,20,High/Medium,19.0,82.0,73.0,66.0,75.0,34.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,69,74,52,67,78,73,64,66,60,74,83,82,91,71.0,75.0,74.0,59.0,76.0,60.0,69.0,45.0,25.0,73.0,68.0,63.0,63.0,38.0,37.0,7.0,14.0,15.0,13.0,14.0,"RW, ST",74,85
2051,Gabriel Martinelli,9500000,38000,Right,RES,3,3,19,High/High,35.0,86.0,69.0,62.0,76.0,44.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,66,74,68,67,61,76,70,49,45,75,87,86,83,73.0,79.0,68.0,43.0,76.0,61.0,60.0,75.0,37.0,74.0,65.0,60.0,73.0,40.0,43.0,10.0,6.0,7.0,6.0,6.0,"LW, LM, ST",74,85
2052,J. Lewis,8000000,26000,Left,LWB,3,3,22,High/High,15.0,78.0,51.0,62.0,72.0,70.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,67,50,54,69,51,73,56,40,61,71,77,78,74,68.0,74.0,60.0,66.0,86.0,61.0,44.0,51.0,70.0,70.0,54.0,38.0,79.0,74.0,69.0,14.0,7.0,5.0,5.0,13.0,LB,74,84
2053,Rúben Vinagre,8000000,38000,Left,SUB,2,4,21,High/Medium,29.0,88.0,55.0,69.0,79.0,64.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,74,52,49,73,47,80,68,59,63,77,89,88,82,68.0,82.0,64.0,52.0,73.0,52.0,48.0,61.0,61.0,72.0,64.0,58.0,74.0,69.0,66.0,11.0,8.0,8.0,9.0,6.0,LWB,74,84
2054,I. Sangaré,8500000,6000,Right,CDM,4,3,22,Medium/High,17.0,67.0,65.0,71.0,69.0,74.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,67,61,72,74,62,70,64,62,70,70,69,65,64,71.0,68.0,74.0,73.0,77.0,81.0,64.0,76.0,72.0,70.0,73.0,59.0,73.0,77.0,75.0,7.0,13.0,11.0,6.0,7.0,"CDM, CM",74,84
2055,E. Ndicka,8500000,16000,Left,SUB,3,2,20,Medium/Medium,2.0,74.0,45.0,65.0,68.0,75.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,65,35,78,70,28,69,63,30,69,72,69,78,55,74.0,54.0,64.0,72.0,69.0,78.0,49.0,69.0,73.0,64.0,61.0,33.0,68.0,75.0,73.0,13.0,8.0,7.0,8.0,8.0,"CB, LB",74,84
2056,J. Kluivert,9000000,29000,Right,SUB,4,4,21,High/Medium,99.0,88.0,71.0,66.0,80.0,37.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,71,68,52,68,67,81,72,58,54,79,90,87,84,68.0,84.0,77.0,62.0,65.0,52.0,76.0,63.0,25.0,66.0,69.0,66.0,74.0,32.0,27.0,5.0,6.0,14.0,7.0,12.0,"LM, RM, LW",74,84
2057,A. Maier,9000000,26000,Right,SUB,3,3,21,Medium/Medium,23.0,66.0,56.0,72.0,75.0,69.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,64,54,40,80,39,75,49,44,75,78,67,66,67,75.0,72.0,65.0,56.0,75.0,75.0,60.0,54.0,70.0,66.0,75.0,38.0,74.0,74.0,65.0,14.0,10.0,10.0,8.0,7.0,"CM, CDM",74,84
2058,F. Coman,9000000,15000,Right,LW,3,4,22,High/Low,7.0,90.0,73.0,69.0,75.0,34.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,68,74,55,71,47,73,69,73,65,75,89,90,90,66.0,83.0,75.0,68.0,73.0,67.0,78.0,55.0,34.0,67.0,67.0,62.0,70.0,33.0,27.0,15.0,13.0,13.0,7.0,12.0,LW,74,84
2059,R. Hack,9000000,9000,Right,LS,4,4,21,Medium/Medium,17.0,84.0,65.0,64.0,78.0,33.0,52.0,10.0,10.0,10.0,10.0,10.0,10.0,67,73,49,70,67,78,56,49,48,76,85,84,87,66.0,86.0,70.0,39.0,80.0,45.0,42.0,38.0,29.0,73.0,66.0,54.0,65.0,31.0,29.0,8.0,9.0,9.0,10.0,9.0,"LM, CAM",74,84
2060,Álex Centelles,8000000,18000,Left,SUB,3,3,20,Medium/Medium,32.0,74.0,49.0,68.0,69.0,69.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,73,45,65,71,51,68,70,41,70,74,72,76,64,75.0,56.0,62.0,60.0,82.0,68.0,45.0,72.0,69.0,56.0,60.0,48.0,74.0,71.0,67.0,14.0,9.0,12.0,10.0,8.0,LB,74,84
2061,I. Louza,9000000,17000,Left,LDM,3,4,21,Medium/Medium,26.0,68.0,64.0,73.0,76.0,61.0,54.0,10.0,10.0,10.0,10.0,10.0,10.0,64,66,49,79,51,76,68,70,74,81,70,67,68,68.0,77.0,65.0,58.0,69.0,42.0,64.0,63.0,65.0,70.0,74.0,58.0,73.0,68.0,57.0,7.0,15.0,6.0,6.0,5.0,"CM, CAM, CDM",74,84
2062,Kangin Lee,9000000,16000,Left,SUB,3,4,19,High/Low,20.0,69.0,72.0,75.0,79.0,27.0,48.0,10.0,10.0,10.0,10.0,10.0,10.0,70,71,45,74,60,79,78,81,72,78,67,70,84,68.0,87.0,74.0,38.0,53.0,46.0,76.0,50.0,29.0,63.0,80.0,70.0,71.0,23.0,23.0,11.0,12.0,12.0,8.0,14.0,"CAM, ST, LM",74,84
2063,A. Král,8500000,500,Right,LCM,3,3,22,Medium/Medium,33.0,75.0,68.0,67.0,74.0,72.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,55,66,70,73,65,74,65,51,69,73,76,75,76,71.0,77.0,73.0,77.0,85.0,76.0,72.0,78.0,73.0,67.0,70.0,59.0,72.0,76.0,69.0,11.0,13.0,10.0,11.0,12.0,"CDM, CB, CM",74,84
2064,J. Larsen,8500000,21000,Right,SUB,4,3,21,Medium/Medium,7.0,86.0,70.0,68.0,75.0,57.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,68,74,61,74,63,75,73,65,50,75,83,89,75,74.0,73.0,77.0,67.0,73.0,74.0,63.0,73.0,59.0,73.0,68.0,44.0,66.0,58.0,44.0,14.0,6.0,11.0,11.0,11.0,LM,74,83
2065,A. Lookman,8500000,34000,Right,SUB,4,3,22,High/Medium,17.0,82.0,72.0,66.0,81.0,27.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,70,72,48,72,60,81,67,51,44,78,85,79,90,68.0,86.0,77.0,64.0,66.0,54.0,70.0,64.0,32.0,74.0,70.0,62.0,74.0,23.0,24.0,12.0,12.0,9.0,15.0,6.0,"RM, LM, ST",74,83
2066,V. Nelsson,8000000,12000,Right,RCB,3,2,21,Low/High,4.0,67.0,43.0,63.0,63.0,73.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,52,36,74,75,37,60,52,38,69,68,65,69,60,70.0,70.0,61.0,73.0,83.0,83.0,41.0,72.0,71.0,47.0,59.0,37.0,69.0,74.0,72.0,10.0,6.0,12.0,7.0,14.0,CB,74,83
2067,M. Kean,9000000,48000,Right,SUB,3,3,20,High/Low,27.0,78.0,72.0,50.0,77.0,30.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,42,76,72,59,72,78,66,43,38,76,77,79,74,73.0,78.0,74.0,75.0,65.0,73.0,60.0,45.0,21.0,78.0,51.0,65.0,69.0,28.0,16.0,13.0,8.0,10.0,7.0,9.0,ST,74,83
2068,R. Vargas,8500000,18000,Left,LM,3,3,21,High/Medium,16.0,85.0,67.0,65.0,78.0,54.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,68,68,66,67,62,76,59,48,65,76,88,83,91,71.0,90.0,69.0,82.0,78.0,62.0,67.0,49.0,48.0,68.0,64.0,62.0,61.0,51.0,45.0,12.0,7.0,5.0,6.0,11.0,"LM, RM",74,83
2069,O. Alderete,8000000,12000,Left,LCB,3,2,23,Medium/High,6.0,64.0,58.0,61.0,63.0,74.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,62,58,76,69,47,62,52,41,68,68,63,65,54,68.0,50.0,63.0,78.0,78.0,82.0,59.0,82.0,76.0,65.0,47.0,45.0,59.0,75.0,73.0,7.0,13.0,14.0,13.0,15.0,CB,74,83
2070,Rafael Leão,9000000,26000,Right,RES,4,4,21,High/Low,17.0,86.0,72.0,64.0,79.0,27.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,62,76,58,67,65,82,72,58,52,79,88,85,74,73.0,59.0,77.0,62.0,65.0,76.0,62.0,59.0,21.0,74.0,69.0,63.0,76.0,24.0,21.0,10.0,12.0,15.0,11.0,9.0,ST,74,83
2071,T. Cantwell,8500000,10000,Right,RM,2,4,22,High/Medium,14.0,73.0,67.0,71.0,76.0,37.0,51.0,10.0,10.0,10.0,10.0,10.0,10.0,62,71,43,76,62,75,73,66,66,79,74,72,76,74.0,73.0,66.0,46.0,66.0,45.0,62.0,48.0,24.0,73.0,76.0,58.0,75.0,44.0,31.0,10.0,8.0,14.0,15.0,16.0,"LM, RM",74,82
2072,M. Wöber,7500000,19000,Left,LCB,3,2,22,Medium/High,39.0,71.0,37.0,62.0,64.0,73.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,63,32,75,69,34,62,42,31,68,67,68,74,66,70.0,55.0,48.0,76.0,71.0,78.0,35.0,77.0,71.0,52.0,58.0,42.0,67.0,74.0,77.0,13.0,13.0,14.0,14.0,8.0,"CB, LB",74,82
2073,Aleñá,8000000,84000,Left,RES,2,4,22,High/Medium,29.0,71.0,67.0,73.0,74.0,60.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,67,66,34,77,41,73,67,59,74,76,72,71,76,76.0,73.0,68.0,52.0,66.0,64.0,73.0,55.0,70.0,70.0,77.0,73.0,79.0,62.0,50.0,12.0,9.0,10.0,8.0,12.0,"CM, RM, CAM",74,82
2074,Evander,8500000,21000,Right,RCM,4,5,22,High/Low,10.0,71.0,69.0,72.0,80.0,56.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,69,66,51,75,56,81,73,68,69,77,75,67,86,68.0,81.0,77.0,57.0,75.0,49.0,70.0,64.0,56.0,67.0,74.0,72.0,69.0,58.0,52.0,11.0,8.0,12.0,11.0,6.0,"CAM, CM",74,82
2075,I. Doumbia,7500000,9000,Right,SUB,3,3,22,Medium/High,98.0,68.0,56.0,67.0,70.0,71.0,84.0,10.0,10.0,10.0,10.0,10.0,10.0,63,53,62,72,35,71,56,41,68,72,66,70,65,71.0,59.0,64.0,68.0,78.0,90.0,60.0,82.0,72.0,61.0,70.0,42.0,78.0,74.0,67.0,8.0,11.0,14.0,12.0,7.0,"CDM, CM",74,82
2076,P. Retsos,7500000,29000,Right,SUB,3,2,21,Medium/High,3.0,68.0,35.0,59.0,56.0,75.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,57,26,70,77,26,46,31,29,62,66,64,71,67,72.0,54.0,60.0,74.0,67.0,74.0,33.0,69.0,75.0,37.0,42.0,33.0,73.0,79.0,73.0,14.0,9.0,11.0,6.0,7.0,"CB, RB, LB",74,82
2077,F. Chalov,8500000,500,Right,ST,4,3,22,High/Low,9.0,75.0,72.0,67.0,75.0,33.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,63,75,67,73,72,74,56,38,60,76,76,74,75,77.0,72.0,70.0,62.0,76.0,67.0,64.0,36.0,44.0,77.0,74.0,73.0,81.0,26.0,23.0,7.0,6.0,11.0,6.0,11.0,"CF, ST",74,82
2078,A. Caci,7500000,19000,Right,SUB,5,3,23,High/Medium,19.0,70.0,52.0,67.0,67.0,72.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,72,53,72,71,47,66,60,48,69,69,69,70,70,73.0,62.0,59.0,73.0,74.0,73.0,42.0,63.0,74.0,62.0,61.0,52.0,68.0,72.0,71.0,11.0,9.0,12.0,7.0,8.0,"LB, CB, LWB",74,82
2079,M. Richter,8500000,21000,Right,RES,4,3,22,Medium/Medium,23.0,77.0,70.0,64.0,78.0,27.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,68,70,58,67,63,78,60,37,53,77,86,69,79,75.0,78.0,75.0,66.0,71.0,63.0,68.0,41.0,22.0,75.0,69.0,56.0,62.0,25.0,26.0,12.0,13.0,7.0,5.0,10.0,"RM, RW, LM",74,82
2080,E. Owusu,7500000,16000,Right,CDM,3,2,22,Medium/Medium,6.0,68.0,53.0,69.0,72.0,71.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,65,44,57,75,56,72,56,45,70,75,67,68,68,72.0,69.0,66.0,70.0,81.0,76.0,56.0,71.0,78.0,58.0,69.0,53.0,69.0,70.0,70.0,12.0,10.0,5.0,12.0,9.0,"CDM, CM",74,82
2081,A. Haidara,8000000,34000,Right,SUB,2,3,22,Medium/Medium,8.0,67.0,70.0,72.0,75.0,62.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,68,68,50,74,61,73,75,62,70,78,74,61,79,77.0,75.0,75.0,76.0,79.0,64.0,74.0,66.0,71.0,72.0,74.0,62.0,71.0,62.0,61.0,7.0,11.0,8.0,7.0,10.0,"CM, RM",74,82
2082,C. Gakpo,8500000,12000,Right,LAM,4,3,21,Medium/Medium,19.0,83.0,71.0,69.0,75.0,40.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,77,73,59,68,65,76,73,71,60,75,82,84,73,72.0,69.0,74.0,72.0,73.0,69.0,70.0,58.0,36.0,66.0,68.0,63.0,69.0,38.0,28.0,15.0,11.0,7.0,9.0,5.0,"LM, RM",74,82
2083,V. Shepelev,8000000,500,Right,SUB,3,2,23,Medium/Medium,8.0,64.0,63.0,62.0,70.0,69.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,34,66,40,76,34,69,32,32,73,74,69,60,67,76.0,60.0,60.0,59.0,76.0,58.0,74.0,69.0,73.0,68.0,74.0,35.0,65.0,73.0,72.0,13.0,9.0,14.0,11.0,13.0,"CM, CDM",74,82
2084,Quintillà,7000000,9000,Left,LB,3,2,23,Medium/Medium,16.0,72.0,51.0,66.0,70.0,70.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,70,46,70,73,55,69,62,41,70,74,71,72,67,73.0,62.0,57.0,63.0,74.0,59.0,54.0,68.0,70.0,59.0,56.0,48.0,67.0,73.0,71.0,14.0,9.0,7.0,7.0,14.0,LB,74,81
